Age,Job,Marital Status,Education,Default,Housing Loan,Personal Loan,Contact Type,Month,Day of Week,Last Call Duration,Calls in this Campaign,Days passed after previous campaign,Calls in previous Campaign,Previous Campaign Outcome,Employment Variation Rate,Consumer Price Index,Consumer Confidence Index,Euribor 3M,Number of people employed
23,Blue-collar,Single,Basic 9y,No,No,No,Cellular,Jul,Thu,250,4,999,1,Failure,-1.7,94.215,-40.3,0.846,4991.6
32,Admin.,Single,University degree,No,Yes,No,Cellular,Jul,Thu,210,2,15,1,Success,-1.7,94.215,-40.3,0.846,4991.6
28,Self-employed,Single,University degree,No,Yes,No,Cellular,Jul,Thu,198,2,999,0,Nonexistent,-1.7,94.215,-40.3,0.846,4991.6
47,Admin.,Single,Basic 9y,No,Yes,Yes,Cellular,Jul,Thu,392,2,6,1,Success,-1.7,94.215,-40.3,0.846,4991.6
38,Technician,Married,Professional course,No,No,No,Cellular,Jul,Thu,561,2,999,0,Nonexistent,-1.7,94.215,-40.3,0.846,4991.6
54,Retired,Single,Basic 4y,No,Yes,No,Cellular,Jul,Thu,392,4,999,0,Nonexistent,-1.7,94.215,-40.3,0.846,4991.6
63,Retired,Married,Basic 4y,No,Yes,No,Cellular,Jul,Thu,261,1,6,1,Success,-1.7,94.215,-40.3,0.846,4991.6
31,Admin.,Single,University degree,No,Yes,No,Cellular,Jul,Fri,815,2,13,2,Success,-1.7,94.215,-40.3,0.861,4991.6
26,Technician,Single,University degree,No,No,No,Cellular,Jul,Fri,129,2,6,1,Success,-1.7,94.215,-40.3,0.861,4991.6
32,Admin.,Single,University degree,No,No,No,Cellular,Jul,Fri,184,1,9,3,Failure,-1.7,94.215,-40.3,0.861,4991.6
44,Admin.,Married,Unknown,No,No,No,Cellular,Jul,Fri,745,1,999,1,Failure,-1.7,94.215,-40.3,0.861,4991.6
31,Admin.,Married,High school,No,No,No,Cellular,Jul,Fri,136,8,999,0,Nonexistent,-1.7,94.215,-40.3,0.861,4991.6
60,Admin.,Married,University degree,No,No,No,Cellular,Jul,Fri,316,1,6,2,Success,-1.7,94.215,-40.3,0.861,4991.6
51,Admin.,Married,University degree,No,No,Yes,Cellular,Jul,Fri,486,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.861,4991.6
31,Admin.,Married,High school,No,Yes,Yes,Cellular,Jul,Fri,44,4,999,0,Nonexistent,-1.7,94.215,-40.3,0.861,4991.6
43,Technician,Divorced,Unknown,No,No,No,Cellular,Jul,Fri,377,1,999,1,Failure,-1.7,94.215,-40.3,0.861,4991.6
31,Admin.,Married,University degree,No,No,No,Cellular,Jul,Fri,106,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.861,4991.6
27,Admin.,Single,High school,No,Yes,No,Telephone,Jul,Fri,7,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.861,4991.6
29,Admin.,Single,High school,No,Yes,No,Cellular,Jul,Fri,268,2,6,1,Success,-1.7,94.215,-40.3,0.861,4991.6
26,Technician,Single,University degree,No,Yes,No,Cellular,Jul,Fri,806,3,6,2,Success,-1.7,94.215,-40.3,0.861,4991.6
32,Management,Single,University degree,No,No,No,Cellular,Jul,Fri,237,2,999,1,Failure,-1.7,94.215,-40.3,0.861,4991.6
51,Admin.,Married,University degree,No,No,Yes,Cellular,Jul,Fri,73,4,999,0,Nonexistent,-1.7,94.215,-40.3,0.861,4991.6
44,Admin.,Single,High school,No,No,Yes,Telephone,Jul,Fri,12,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.861,4991.6
59,Technician,Married,Professional course,No,Yes,No,Cellular,Jul,Fri,457,2,15,1,Success,-1.7,94.215,-40.3,0.861,4991.6
21,Housemaid,Single,High school,No,No,No,Cellular,Jul,Fri,222,2,999,0,Nonexistent,-1.7,94.215,-40.3,0.861,4991.6
54,Admin.,Married,University degree,No,No,Yes,Cellular,Jul,Fri,84,5,999,2,Failure,-1.7,94.215,-40.3,0.861,4991.6
22,Admin.,Single,University degree,No,Yes,No,Telephone,Jul,Mon,484,1,999,2,Failure,-1.7,94.215,-40.3,0.87,4991.6
56,Technician,Married,Professional course,No,Yes,No,Cellular,Jul,Mon,207,2,13,1,Success,-1.7,94.215,-40.3,0.87,4991.6
49,Technician,Divorced,Professional course,No,Yes,No,Cellular,Jul,Mon,253,3,15,1,Success,-1.7,94.215,-40.3,0.87,4991.6
78,Retired,Married,Basic 4y,No,No,No,Cellular,Jul,Mon,1148,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.87,4991.6
72,Retired,Married,Basic 4y,No,Yes,No,Cellular,Jul,Mon,128,2,999,1,Failure,-1.7,94.215,-40.3,0.87,4991.6
72,Retired,Married,Basic 4y,No,Yes,No,Cellular,Jul,Mon,268,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.87,4991.6
78,Retired,Married,Basic 4y,No,Yes,No,Cellular,Jul,Mon,173,2,999,1,Failure,-1.7,94.215,-40.3,0.87,4991.6
56,Technician,Married,Professional course,No,No,No,Cellular,Jul,Mon,230,2,999,1,Failure,-1.7,94.215,-40.3,0.87,4991.6
56,Unemployed,Divorced,Basic 4y,No,Yes,No,Cellular,Jul,Mon,187,6,999,0,Nonexistent,-1.7,94.215,-40.3,0.87,4991.6
66,Retired,Married,Basic 4y,No,Yes,No,Cellular,Jul,Mon,568,7,999,0,Nonexistent,-1.7,94.215,-40.3,0.87,4991.6
78,Retired,Married,Basic 4y,No,Yes,No,Cellular,Jul,Mon,212,1,13,2,Success,-1.7,94.215,-40.3,0.87,4991.6
29,Admin.,Married,University degree,No,Yes,No,Cellular,Jul,Mon,173,3,999,0,Nonexistent,-1.7,94.215,-40.3,0.87,4991.6
30,Technician,Married,University degree,No,Yes,Yes,Cellular,Jul,Mon,204,4,999,0,Nonexistent,-1.7,94.215,-40.3,0.87,4991.6
28,Technician,Single,University degree,No,No,No,Cellular,Jul,Tue,146,3,6,2,Success,-1.7,94.215,-40.3,0.8759999999999999,4991.6
28,Services,Single,High school,No,Yes,No,Cellular,Jul,Tue,192,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.8759999999999999,4991.6
66,Housemaid,Married,Basic 4y,No,No,Yes,Cellular,Jul,Tue,296,1,999,1,Failure,-1.7,94.215,-40.3,0.8759999999999999,4991.6
29,Technician,Single,Professional course,No,No,Yes,Cellular,Jul,Tue,178,2,15,2,Failure,-1.7,94.215,-40.3,0.8759999999999999,4991.6
54,Unknown,Married,Basic 9y,No,Yes,No,Cellular,Jul,Tue,174,2,13,2,Success,-1.7,94.215,-40.3,0.8759999999999999,4991.6
28,Technician,Single,University degree,No,Yes,No,Cellular,Jul,Tue,175,5,999,0,Nonexistent,-1.7,94.215,-40.3,0.8759999999999999,4991.6
23,Student,Single,Unknown,No,No,No,Cellular,Jul,Tue,165,2,16,1,Success,-1.7,94.215,-40.3,0.8759999999999999,4991.6
35,Blue-collar,Married,High school,No,Yes,No,Telephone,Jul,Tue,7,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.8759999999999999,4991.6
62,Retired,Married,High school,No,No,No,Cellular,Jul,Tue,355,2,999,0,Nonexistent,-1.7,94.215,-40.3,0.8759999999999999,4991.6
23,Unemployed,Single,High school,No,No,No,Telephone,Jul,Tue,7,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.8759999999999999,4991.6
38,Admin.,Married,High school,No,No,No,Telephone,Jul,Tue,5,1,999,1,Failure,-1.7,94.215,-40.3,0.8759999999999999,4991.6
48,Technician,Married,Professional course,No,No,No,Cellular,Jul,Tue,288,1,999,1,Failure,-1.7,94.215,-40.3,0.8759999999999999,4991.6
66,Housemaid,Married,Basic 4y,No,No,No,Telephone,Jul,Tue,1008,2,999,0,Nonexistent,-1.7,94.215,-40.3,0.8759999999999999,4991.6
23,Admin.,Single,University degree,No,Yes,No,Cellular,Jul,Wed,104,1,999,2,Failure,-1.7,94.215,-40.3,0.8809999999999999,4991.6
82,Housemaid,Divorced,Basic 4y,No,No,No,Cellular,Jul,Wed,316,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.8809999999999999,4991.6
72,Retired,Married,Basic 6y,No,No,No,Cellular,Jul,Wed,338,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.8809999999999999,4991.6
72,Retired,Married,Basic 6y,No,Yes,No,Cellular,Jul,Wed,143,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.8809999999999999,4991.6
37,Unemployed,Single,University degree,No,Yes,Yes,Cellular,Jul,Wed,314,1,5,2,Success,-1.7,94.215,-40.3,0.8809999999999999,4991.6
21,Student,Single,Basic 9y,No,No,No,Telephone,Jul,Thu,5,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.884,4991.6
24,Technician,Single,Professional course,No,Yes,No,Cellular,Jul,Thu,355,2,3,1,Success,-1.7,94.215,-40.3,0.884,4991.6
71,Retired,Married,Professional course,No,Yes,No,Cellular,Jul,Thu,115,3,999,0,Nonexistent,-1.7,94.215,-40.3,0.884,4991.6
52,Admin.,Married,University degree,No,Yes,Yes,Cellular,Jul,Thu,942,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.884,4991.6
24,Services,Single,High school,No,Yes,No,Cellular,Jul,Thu,355,1,11,2,Success,-1.7,94.215,-40.3,0.884,4991.6
43,Technician,Married,Professional course,No,Yes,No,Cellular,Jul,Thu,1193,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.884,4991.6
64,Admin.,Married,High school,No,No,No,Cellular,Jul,Thu,368,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.884,4991.6
45,Management,Married,University degree,No,Yes,No,Cellular,Jul,Thu,138,2,6,2,Success,-1.7,94.215,-40.3,0.884,4991.6
40,Management,Married,University degree,No,Yes,No,Cellular,Jul,Thu,321,4,999,0,Nonexistent,-1.7,94.215,-40.3,0.884,4991.6
30,Admin.,Single,University degree,No,Yes,No,Cellular,Jul,Thu,248,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.884,4991.6
34,Technician,Single,Basic 9y,No,No,No,Telephone,Jul,Thu,23,1,999,1,Failure,-1.7,94.215,-40.3,0.884,4991.6
29,Self-employed,Single,University degree,No,No,No,Telephone,Jul,Thu,24,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.884,4991.6
60,Admin.,Married,Basic 9y,No,No,No,Cellular,Jul,Thu,174,2,25,2,Failure,-1.7,94.215,-40.3,0.884,4991.6
24,Services,Single,High school,No,Yes,No,Cellular,Jul,Thu,860,2,9,2,Failure,-1.7,94.215,-40.3,0.884,4991.6
56,Services,Married,High school,No,Yes,No,Cellular,Jul,Thu,427,2,999,1,Failure,-1.7,94.215,-40.3,0.884,4991.6
45,Management,Married,University degree,No,No,Yes,Telephone,Jul,Thu,171,2,999,1,Failure,-1.7,94.215,-40.3,0.884,4991.6
31,Student,Single,University degree,No,No,No,Cellular,Jul,Fri,608,3,6,2,Success,-1.7,94.215,-40.3,0.885,4991.6
59,Management,Married,Basic 4y,No,Yes,No,Cellular,Jul,Fri,351,3,999,0,Nonexistent,-1.7,94.215,-40.3,0.885,4991.6
42,Unknown,Single,University degree,No,No,No,Cellular,Jul,Fri,366,6,999,0,Nonexistent,-1.7,94.215,-40.3,0.885,4991.6
31,Student,Single,University degree,No,Yes,Yes,Cellular,Jul,Fri,350,2,999,0,Nonexistent,-1.7,94.215,-40.3,0.885,4991.6
32,Technician,Single,University degree,No,No,No,Cellular,Jul,Fri,125,1,3,2,Success,-1.7,94.215,-40.3,0.885,4991.6
24,Technician,Married,Professional course,No,No,No,Cellular,Jul,Fri,192,4,26,1,Success,-1.7,94.215,-40.3,0.885,4991.6
42,Unknown,Single,University degree,No,Yes,No,Cellular,Jul,Fri,513,1,999,2,Failure,-1.7,94.215,-40.3,0.885,4991.6
26,Admin.,Single,High school,No,Yes,No,Cellular,Jul,Fri,251,1,999,1,Failure,-1.7,94.215,-40.3,0.885,4991.6
26,Admin.,Single,University degree,No,No,No,Cellular,Jul,Fri,196,1,9,3,Failure,-1.7,94.215,-40.3,0.885,4991.6
63,Admin.,Married,University degree,No,Yes,No,Cellular,Jul,Fri,396,2,999,0,Nonexistent,-1.7,94.215,-40.3,0.885,4991.6
29,Admin.,Single,University degree,No,Yes,No,Cellular,Jul,Mon,110,2,999,1,Failure,-1.7,94.215,-40.3,0.889,4991.6
35,Blue-collar,Married,Basic 9y,No,Yes,No,Cellular,Jul,Mon,275,1,6,2,Success,-1.7,94.215,-40.3,0.889,4991.6
51,Technician,Married,High school,No,No,No,Cellular,Jul,Mon,284,1,6,3,Success,-1.7,94.215,-40.3,0.889,4991.6
65,Management,Married,University degree,No,Yes,No,Cellular,Jul,Mon,183,1,999,2,Failure,-1.7,94.215,-40.3,0.889,4991.6
29,Admin.,Married,University degree,No,No,No,Telephone,Jul,Mon,7,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.889,4991.6
31,Admin.,Married,University degree,No,No,No,Telephone,Jul,Mon,7,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.889,4991.6
52,Technician,Single,Professional course,No,No,No,Telephone,Jul,Mon,84,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.889,4991.6
34,Admin.,Single,University degree,No,Yes,Yes,Telephone,Jul,Mon,4,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.889,4991.6
27,Blue-collar,Single,Basic 6y,No,No,No,Telephone,Jul,Mon,9,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.889,4991.6
35,Admin.,Married,University degree,No,No,No,Cellular,Jul,Mon,768,2,3,4,Success,-1.7,94.215,-40.3,0.889,4991.6
68,Retired,Married,University degree,No,Yes,No,Cellular,Jul,Mon,546,2,999,1,Failure,-1.7,94.215,-40.3,0.889,4991.6
68,Retired,Married,University degree,No,No,No,Cellular,Jul,Mon,414,2,12,1,Success,-1.7,94.215,-40.3,0.889,4991.6
61,Admin.,Married,Unknown,No,Yes,Yes,Cellular,Jul,Mon,109,3,999,1,Failure,-1.7,94.215,-40.3,0.889,4991.6
24,Technician,Single,Professional course,No,Yes,No,Cellular,Jul,Mon,607,3,13,1,Success,-1.7,94.215,-40.3,0.889,4991.6
84,Retired,Divorced,Basic 4y,No,Yes,Yes,Cellular,Jul,Tue,666,1,3,2,Success,-1.7,94.215,-40.3,0.893,4991.6
32,Admin.,Single,University degree,No,No,No,Cellular,Jul,Tue,527,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.893,4991.6
32,Admin.,Single,University degree,No,Yes,No,Cellular,Jul,Tue,206,1,999,1,Failure,-1.7,94.215,-40.3,0.893,4991.6
23,Student,Single,Unknown,No,No,No,Cellular,Jul,Tue,267,1,999,2,Failure,-1.7,94.215,-40.3,0.893,4991.6
52,Admin.,Married,Professional course,No,No,No,Cellular,Jul,Tue,606,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.893,4991.6
23,Technician,Single,Professional course,No,Yes,No,Telephone,Jul,Tue,9,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.893,4991.6
33,Admin.,Single,University degree,No,No,No,Telephone,Jul,Tue,5,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.893,4991.6
28,Technician,Single,Professional course,No,No,Yes,Telephone,Jul,Tue,5,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.893,4991.6
52,Admin.,Married,Professional course,No,Yes,Yes,Cellular,Jul,Tue,139,2,6,1,Success,-1.7,94.215,-40.3,0.893,4991.6
28,Technician,Single,Professional course,No,Yes,No,Cellular,Jul,Tue,167,2,6,1,Success,-1.7,94.215,-40.3,0.893,4991.6
52,Admin.,Married,Professional course,No,Yes,Yes,Cellular,Jul,Tue,287,2,6,1,Success,-1.7,94.215,-40.3,0.893,4991.6
77,Retired,Married,Basic 4y,No,Unknown,Unknown,Cellular,Jul,Tue,218,2,3,1,Success,-1.7,94.215,-40.3,0.893,4991.6
26,Student,Single,High school,No,No,No,Cellular,Jul,Tue,235,1,999,1,Failure,-1.7,94.215,-40.3,0.893,4991.6
48,Housemaid,Married,Professional course,No,Yes,No,Cellular,Jul,Wed,496,2,6,2,Success,-1.7,94.215,-40.3,0.8959999999999999,4991.6
68,Retired,Divorced,High school,No,Yes,Yes,Cellular,Jul,Wed,340,1,3,1,Success,-1.7,94.215,-40.3,0.8959999999999999,4991.6
74,Retired,Divorced,Basic 4y,No,Yes,Yes,Cellular,Jul,Wed,106,2,999,0,Nonexistent,-1.7,94.215,-40.3,0.8959999999999999,4991.6
24,Student,Single,Professional course,No,No,No,Cellular,Jul,Wed,429,2,6,3,Success,-1.7,94.215,-40.3,0.8959999999999999,4991.6
25,Self-employed,Single,Unknown,No,Unknown,Unknown,Cellular,Jul,Wed,844,5,999,2,Failure,-1.7,94.215,-40.3,0.8959999999999999,4991.6
57,Blue-collar,Married,Basic 4y,No,No,Yes,Cellular,Jul,Wed,471,2,999,0,Nonexistent,-1.7,94.215,-40.3,0.8959999999999999,4991.6
24,Student,Single,Professional course,No,Yes,No,Cellular,Jul,Wed,817,2,999,0,Nonexistent,-1.7,94.215,-40.3,0.8959999999999999,4991.6
66,Retired,Divorced,High school,No,No,No,Cellular,Jul,Wed,211,1,999,1,Failure,-1.7,94.215,-40.3,0.8959999999999999,4991.6
51,Retired,Divorced,High school,No,No,No,Cellular,Jul,Wed,115,3,999,0,Nonexistent,-1.7,94.215,-40.3,0.8959999999999999,4991.6
50,Housemaid,Married,Basic 4y,No,No,Yes,Cellular,Jul,Wed,462,1,4,1,Success,-1.7,94.215,-40.3,0.8959999999999999,4991.6
47,Admin.,Married,University degree,No,Yes,Yes,Cellular,Jul,Wed,129,3,999,2,Failure,-1.7,94.215,-40.3,0.8959999999999999,4991.6
48,Housemaid,Married,Professional course,No,No,No,Cellular,Jul,Wed,388,3,6,1,Success,-1.7,94.215,-40.3,0.8959999999999999,4991.6
26,Technician,Single,Professional course,No,No,No,Cellular,Jul,Thu,588,3,999,2,Failure,-1.7,94.215,-40.3,0.899,4991.6
60,Retired,Married,Professional course,No,Yes,Yes,Cellular,Jul,Thu,95,4,6,2,Success,-1.7,94.215,-40.3,0.899,4991.6
76,Unknown,Married,Unknown,No,No,No,Telephone,Jul,Thu,301,3,999,0,Nonexistent,-1.7,94.215,-40.3,0.899,4991.6
23,Admin.,Single,High school,No,No,No,Telephone,Jul,Thu,331,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.899,4991.6
80,Retired,Divorced,Basic 4y,No,No,Yes,Cellular,Jul,Thu,169,2,6,2,Success,-1.7,94.215,-40.3,0.899,4991.6
34,Admin.,Divorced,University degree,No,Yes,No,Telephone,Jul,Thu,332,3,999,1,Failure,-1.7,94.215,-40.3,0.899,4991.6
50,Housemaid,Married,Basic 6y,No,No,No,Cellular,Jul,Thu,349,3,6,2,Success,-1.7,94.215,-40.3,0.899,4991.6
50,Entrepreneur,Divorced,University degree,No,Yes,No,Cellular,Jul,Thu,386,1,6,3,Success,-1.7,94.215,-40.3,0.899,4991.6
31,Technician,Single,University degree,No,No,No,Cellular,Jul,Thu,200,4,999,1,Failure,-1.7,94.215,-40.3,0.899,4991.6
51,Admin.,Married,University degree,No,No,No,Cellular,Jul,Thu,396,4,999,1,Failure,-1.7,94.215,-40.3,0.899,4991.6
65,Management,Married,High school,No,Yes,No,Cellular,Jul,Thu,117,1,999,2,Failure,-1.7,94.215,-40.3,0.899,4991.6
31,Technician,Single,University degree,No,Yes,No,Telephone,Jul,Thu,426,1,6,2,Success,-1.7,94.215,-40.3,0.899,4991.6
48,Blue-collar,Married,Professional course,No,No,No,Telephone,Jul,Thu,268,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.899,4991.6
71,Retired,Married,Basic 4y,No,Yes,No,Cellular,Jul,Thu,519,2,9,3,Failure,-1.7,94.215,-40.3,0.899,4991.6
31,Technician,Single,University degree,No,No,No,Telephone,Jul,Thu,270,1,5,1,Success,-1.7,94.215,-40.3,0.899,4991.6
34,Admin.,Married,University degree,No,Yes,No,Cellular,Jul,Thu,417,1,6,3,Success,-1.7,94.215,-40.3,0.899,4991.6
53,Admin.,Married,High school,No,Yes,No,Cellular,Jul,Thu,99,6,999,0,Nonexistent,-1.7,94.215,-40.3,0.899,4991.6
39,Unemployed,Single,High school,No,Yes,No,Cellular,Jul,Fri,90,2,999,0,Nonexistent,-1.7,94.215,-40.3,0.8959999999999999,4991.6
27,Services,Single,High school,No,No,No,Cellular,Jul,Fri,700,5,6,2,Success,-1.7,94.215,-40.3,0.8959999999999999,4991.6
32,Management,Single,University degree,No,No,No,Cellular,Jul,Fri,221,4,16,1,Success,-1.7,94.215,-40.3,0.8959999999999999,4991.6
23,Admin.,Single,University degree,No,No,Yes,Cellular,Jul,Fri,76,2,999,1,Failure,-1.7,94.215,-40.3,0.8959999999999999,4991.6
41,Admin.,Married,University degree,No,Yes,No,Cellular,Jul,Fri,269,7,6,3,Success,-1.7,94.215,-40.3,0.8959999999999999,4991.6
37,Management,Married,University degree,No,Yes,No,Cellular,Jul,Fri,292,1,6,1,Success,-1.7,94.215,-40.3,0.8959999999999999,4991.6
35,Admin.,Married,University degree,No,Yes,No,Telephone,Jul,Fri,304,1,999,2,Failure,-1.7,94.215,-40.3,0.8959999999999999,4991.6
56,Retired,Divorced,High school,No,Yes,No,Telephone,Jul,Fri,9,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.8959999999999999,4991.6
71,Retired,Married,Basic 9y,No,Yes,Yes,Cellular,Jul,Fri,230,6,999,0,Nonexistent,-1.7,94.215,-40.3,0.8959999999999999,4991.6
40,Management,Married,University degree,No,No,No,Telephone,Jul,Fri,367,2,3,2,Success,-1.7,94.215,-40.3,0.8959999999999999,4991.6
39,Unemployed,Single,High school,No,Yes,No,Cellular,Jul,Fri,240,3,999,0,Nonexistent,-1.7,94.215,-40.3,0.8959999999999999,4991.6
37,Admin.,Married,University degree,No,Yes,No,Cellular,Jul,Fri,1005,5,4,2,Success,-1.7,94.215,-40.3,0.8959999999999999,4991.6
34,Self-employed,Married,University degree,No,Unknown,Unknown,Cellular,Jul,Fri,156,3,999,2,Failure,-1.7,94.215,-40.3,0.8959999999999999,4991.6
40,Management,Married,University degree,No,Yes,No,Cellular,Jul,Fri,955,1,9,1,Success,-1.7,94.215,-40.3,0.8959999999999999,4991.6
63,Retired,Married,Basic 4y,No,No,No,Cellular,Jul,Fri,273,1,999,0,Nonexistent,-1.7,94.215,-40.3,0.8959999999999999,4991.6
55,Services,Divorced,High school,No,Yes,No,Cellular,Jul,Fri,160,3,999,0,Nonexistent,-1.7,94.215,-40.3,0.8959999999999999,4991.6
46,Admin.,Married,High school,No,No,No,Cellular,Aug,Mon,428,2,999,3,Failure,-1.7,94.027,-38.3,0.898,4991.6
33,Services,Single,High school,No,Yes,No,Cellular,Aug,Mon,132,2,999,1,Failure,-1.7,94.027,-38.3,0.898,4991.6
25,Student,Single,High school,No,No,No,Cellular,Aug,Mon,159,2,10,4,Failure,-1.7,94.027,-38.3,0.898,4991.6
33,Admin.,Single,University degree,No,No,Yes,Cellular,Aug,Mon,87,3,999,0,Nonexistent,-1.7,94.027,-38.3,0.898,4991.6
31,Student,Single,Unknown,No,No,No,Cellular,Aug,Mon,397,2,999,1,Failure,-1.7,94.027,-38.3,0.898,4991.6
42,Admin.,Single,University degree,No,No,No,Cellular,Aug,Mon,1013,3,999,0,Nonexistent,-1.7,94.027,-38.3,0.898,4991.6
67,Retired,Married,Basic 4y,No,No,No,Cellular,Aug,Mon,300,3,999,0,Nonexistent,-1.7,94.027,-38.3,0.898,4991.6
31,Technician,Single,Unknown,No,No,No,Cellular,Aug,Mon,155,2,999,0,Nonexistent,-1.7,94.027,-38.3,0.898,4991.6
53,Services,Married,Basic 9y,No,Yes,No,Cellular,Aug,Mon,196,2,999,0,Nonexistent,-1.7,94.027,-38.3,0.898,4991.6
31,Student,Single,Unknown,No,Yes,No,Cellular,Aug,Mon,868,3,18,3,Failure,-1.7,94.027,-38.3,0.898,4991.6
36,Admin.,Single,Professional course,No,Yes,No,Telephone,Aug,Mon,25,1,999,0,Nonexistent,-1.7,94.027,-38.3,0.898,4991.6
81,Retired,Married,Basic 4y,No,Yes,No,Cellular,Aug,Mon,90,4,999,0,Nonexistent,-1.7,94.027,-38.3,0.898,4991.6
25,Student,Single,High school,No,Yes,No,Cellular,Aug,Mon,100,8,4,1,Success,-1.7,94.027,-38.3,0.898,4991.6
42,Admin.,Single,University degree,No,Yes,No,Cellular,Aug,Mon,245,2,999,0,Nonexistent,-1.7,94.027,-38.3,0.898,4991.6
31,Self-employed,Single,University degree,No,No,No,Cellular,Aug,Mon,209,1,999,2,Failure,-1.7,94.027,-38.3,0.898,4991.6
62,Retired,Married,Basic 4y,No,No,No,Cellular,Aug,Mon,317,1,9,2,Failure,-1.7,94.027,-38.3,0.898,4991.6
67,Retired,Married,Basic 4y,No,No,No,Cellular,Aug,Mon,341,2,13,1,Success,-1.7,94.027,-38.3,0.898,4991.6
33,Services,Single,High school,No,Yes,No,Cellular,Aug,Mon,486,1,999,2,Failure,-1.7,94.027,-38.3,0.898,4991.6
38,Technician,Single,University degree,No,No,No,Cellular,Aug,Mon,135,7,999,0,Nonexistent,-1.7,94.027,-38.3,0.898,4991.6
31,Technician,Single,Unknown,No,No,No,Cellular,Aug,Mon,308,1,999,2,Failure,-1.7,94.027,-38.3,0.898,4991.6
33,Admin.,Single,University degree,No,Yes,Yes,Telephone,Aug,Mon,109,1,999,2,Failure,-1.7,94.027,-38.3,0.898,4991.6
53,Services,Married,Basic 9y,No,Yes,No,Telephone,Aug,Mon,141,2,999,1,Failure,-1.7,94.027,-38.3,0.898,4991.6
31,Technician,Single,Unknown,No,Yes,No,Cellular,Aug,Mon,428,2,9,3,Success,-1.7,94.027,-38.3,0.898,4991.6
28,Admin.,Married,University degree,No,Yes,No,Cellular,Aug,Mon,226,3,999,1,Failure,-1.7,94.027,-38.3,0.898,4991.6
77,Retired,Divorced,Professional course,No,No,No,Cellular,Aug,Mon,258,1,999,0,Nonexistent,-1.7,94.027,-38.3,0.898,4991.6
27,Admin.,Single,University degree,No,No,No,Cellular,Aug,Tue,249,1,999,0,Nonexistent,-1.7,94.027,-38.3,0.899,4991.6
31,Student,Single,University degree,No,No,No,Cellular,Aug,Tue,224,1,9,2,Failure,-1.7,94.027,-38.3,0.899,4991.6
64,Retired,Married,Professional course,No,No,No,Cellular,Aug,Tue,482,1,999,0,Nonexistent,-1.7,94.027,-38.3,0.899,4991.6
37,Technician,Single,University degree,No,Yes,No,Cellular,Aug,Tue,481,2,999,4,Failure,-1.7,94.027,-38.3,0.899,4991.6
28,Admin.,Single,University degree,No,Yes,Yes,Cellular,Aug,Tue,187,2,6,2,Success,-1.7,94.027,-38.3,0.899,4991.6
28,Unemployed,Single,Basic 9y,No,No,Yes,Cellular,Aug,Tue,261,1,999,1,Failure,-1.7,94.027,-38.3,0.899,4991.6
31,Student,Single,University degree,No,No,No,Cellular,Aug,Tue,279,4,6,2,Success,-1.7,94.027,-38.3,0.899,4991.6
47,Services,Divorced,Unknown,No,Yes,No,Cellular,Aug,Tue,113,2,999,1,Failure,-1.7,94.027,-38.3,0.899,4991.6
21,Student,Single,High school,No,Yes,No,Cellular,Aug,Tue,326,2,999,1,Failure,-1.7,94.027,-38.3,0.899,4991.6
31,Admin.,Single,University degree,No,No,No,Cellular,Aug,Tue,172,3,999,0,Nonexistent,-1.7,94.027,-38.3,0.899,4991.6
40,Admin.,Married,High school,No,No,Yes,Cellular,Aug,Tue,654,2,999,0,Nonexistent,-1.7,94.027,-38.3,0.899,4991.6
75,Retired,Married,Unknown,No,No,No,Telephone,Aug,Tue,676,2,999,4,Failure,-1.7,94.027,-38.3,0.899,4991.6
